loc_rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,ra,dec,st_teff,st_mass,st_rad,pl_masse,pl_rade
350,HD 133131 A,Radial Velocity,2,3568,4.49,0.49,,225.897705,-27.842573,5799,0.95,,,
351,HD 133131 B,Radial Velocity,1,5769,6.15,0.61,,225.8992,-27.840994,5805,0.93,,,
352,HD 134987,Radial Velocity,2,258.17999,0.81,0.23,,228.369446,-25.309347,5736,1.1,1.22,511.7063,
353,HD 134987,Radial Velocity,2,5000,5.8,0.12,,228.369446,-25.309347,5736,1.1,1.22,,
354,HD 136418,Radial Velocity,1,464.29999,1.29,0.25,,229.775757,41.733208,4989,1.48,3.78,680.1562,
355,HD 137388 A,Radial Velocity,1,330,0.89,0.36,,233.916367,-80.20459,5181,0.68,0.88,63.566,
356,HD 13908,Radial Velocity,2,19.382,0.154,0.02,,34.560665,65.59436,6255,1.29,1.67,,
357,HD 13908,Radial Velocity,2,931,2.03,0.12,,34.560665,65.59436,6255,1.29,1.67,,
358,HD 13931,Radial Velocity,1,4218,5.15,0.02,,34.197414,43.772995,5867,1.3,1.25,699.226,
359,HD 139357,Radial Velocity,1,1125.7,2.36,0.1,,233.81749,53.922142,4700,1.35,11.47,,
360,HD 14067,Radial Velocity,1,1455,3.4,0.533,,34.293499,23.767832,4815,2.4,12.4,,
361,HD 141399,Radial Velocity,4,94.44,0.415,0.04,,236.724228,46.986263,5600,1.07,,,
362,HD 141399,Radial Velocity,4,201.99,0.689,0.048,,236.724228,46.986263,5600,1.07,,,
363,HD 141399,Radial Velocity,4,1069.8,2.09,0.074,,236.724228,46.986263,5600,1.07,,,
364,HD 141399,Radial Velocity,4,5000,5,0.26,,236.724228,46.986263,5600,1.07,,,
365,HD 141937,Radial Velocity,1,653.21997,1.5,0.41,,238.07312,-18.436066,5870,1.09,1.03,3079.7727,
366,HD 142,Radial Velocity,2,349.7,1.02,0.17,,1.579898,-49.075191,6245,1.23,1.47,,
367,HD 142,Radial Velocity,2,6005,6.8,0.21,,1.579898,-49.075191,6245,1.23,1.47,,
368,HD 142022 A,Radial Velocity,1,1928,2.93,0.53,,242.562592,-84.231613,5421,0.9,1.04,1411.1652,
369,HD 142245,Radial Velocity,1,1299,2.78,0,,238.234497,15.430708,4922,3.5,4.63,975.7381,
370,HD 142415,Radial Velocity,1,386.29999,1.06,0.5,,239.419968,-60.200256,5940,1.07,1.04,530.7761,
371,HD 143105,Radial Velocity,1,2.1974,0.0379,0.07,,238.402328,68.720116,6380,1.51,,,
372,HD 143361,Radial Velocity,1,1046.2,1.98,0.193,,240.459778,-44.434536,5505,0.95,0.99,,
373,HD 145377,Radial Velocity,1,103.95,0.45,0.31,,242.901855,-27.078173,6014,1.2,1.05,1913.3366,
374,HD 145457,Radial Velocity,1,176.3,0.76,0.11,,242.516312,26.74275,4769,1.23,10.52,708.7609,
375,HD 145934,Radial Velocity,1,2730,4.6,0.053,,243.29114,13.239476,,1.75,5.38,,
376,HD 1461,Radial Velocity,2,5.77152,0.0634,0.172,,4.674448,-8.053001,5765,1.02,,,
377,HD 1461,Radial Velocity,2,13.5052,0.1117,0.305,,4.674448,-8.053001,5765,1.02,,,
378,HD 147018,Radial Velocity,2,44.236,0.2388,0.4686,,245.75061,-61.688763,5441,0.93,,,
379,HD 147018,Radial Velocity,2,1008,1.922,0.133,,245.75061,-61.688763,5441,0.93,,,
380,HD 147379,Radial Velocity,1,86.54,0.3193,0.01,,244.178116,67.238846,4090,0.58,0.57,,
381,HD 147513,Radial Velocity,1,528.4,1.32,0.26,,246.005371,-39.192982,5883,1.11,,,
382,HD 147873,Radial Velocity,2,116.596,0.522,0.207,,246.438141,-33.56712,5972,1.38,2.29,,
383,HD 147873,Radial Velocity,2,491.54,1.36,0.23,,246.438141,-33.56712,5972,1.38,2.29,,
384,HD 148156,Radial Velocity,1,1027,2.45,0.52,,247.072006,-46.317623,6308,1.22,1.21,,
385,HD 148427,Radial Velocity,1,331.5,1.04,0.16,,247.117294,-13.39964,5025,1.64,3.86,413.179,
386,HD 149026,Radial Velocity,1,2.87589,,0,,247.623413,38.347309,6179,1.42,1.41,120.7754,8.295
387,HD 149143,Radial Velocity,1,4.072,0.05,0.02,,248.212708,2.084832,6013,1.73,1.63,537.1327,
388,HD 1502,Radial Velocity,1,431.8,1.31,0.101,,4.82111,14.054755,5049,1.61,4.5,,
389,HD 150706,Radial Velocity,1,5894,6.7,0.38,,247.823273,79.789772,5961,1.17,0.96,,
390,HD 152079,Radial Velocity,1,2899,3.98,0.52,,253.373901,-46.332958,5726,1.1,1.15,,
391,HD 152581,Radial Velocity,1,689,1.49,0,,253.431595,11.973746,5095,1.72,4.8,724.6524,
392,HD 153950,Radial Velocity,1,499.39999,1.28,0.34,,256.128632,-43.309769,6124,1.25,1.28,937.5985,
393,HD 154345,Radial Velocity,1,3341.55884,4.21,0.04,,255.651688,47.081882,5468,0.71,0.85,260.6206,
394,HD 154672,Radial Velocity,1,163.94,0.6,0.61,,257.520477,-56.449268,5743,1.18,1.32,1706.7471,
395,HD 154857,Radial Velocity,2,408.60001,1.29,0.46,,257.815521,-56.680798,5589,1.96,2.3,778.6835,
396,HD 154857,Radial Velocity,2,3452,5.36,0.06,,257.815521,-56.680798,5589,1.96,2.3,,
397,HD 155233,Radial Velocity,1,818.8,2,0.04,,257.768188,-20.65457,4960,1.69,5.03,,
398,HD 155358,Radial Velocity,2,194.3,0.63,0.17,,257.394226,33.355854,5905,1.15,1.38,314.6517,
399,HD 155358,Radial Velocity,2,391.9,1.02,0.16,,257.394226,33.355854,5905,1.15,1.38,,
400,HD 156279,Radial Velocity,1,131.05,0.49,0.71,,258.09668,63.352093,5453,0.95,0.95,3140.1604,
401,HD 156411,Radial Velocity,1,842.2,1.88,0.22,,259.964172,-48.54932,5900,1.25,2.16,,
402,HD 156668,Radial Velocity,1,4.6455,0.05,0,,259.418701,29.227226,4850,0.77,0.72,,
403,HD 156846,Radial Velocity,1,359.51001,1.12,0.85,,260.142944,-19.333746,6090,1.38,1.9,3391.2461,
404,HD 158038,Radial Velocity,1,521,1.5,0.29,,261.439301,27.303341,4860,1.3,4.5,486.2799,
405,HD 158996,Radial Velocity,1,820.2,2.1,0.13,,259.904633,80.136398,4069,1.8,50.3,,
406,HD 159243,Radial Velocity,2,12.62,0.11,0.02,,263.339783,5.700733,6123,1.12,1.12,,
407,HD 159243,Radial Velocity,2,248.4,0.8,0.075,,263.339783,5.700733,6123,1.12,1.12,,
408,HD 159868,Radial Velocity,2,1178.40002,2.3,0.01,,264.748016,-43.145515,5566,1.42,1.97,797.7533,
409,HD 159868,Radial Velocity,2,352.3,1,0.15,,264.748016,-43.145515,5566,1.42,1.97,,
410,HD 1605,Radial Velocity,2,577.90002,1.49,0.08,,5.13133,30.974804,4757,1.72,4.33,368.6828,
411,HD 1605,Radial Velocity,2,2111,3.52,0.098,,5.13133,30.974804,4757,1.72,4.33,,
412,HD 160691,Radial Velocity,4,643.25,1.497,0.128,,266.036255,-51.834053,5807,1.08,,,
413,HD 160691,Radial Velocity,4,4205.8,5.235,0.0985,,266.036255,-51.834053,5807,1.08,,,
414,HD 160691,Radial Velocity,4,9.6386,0.09094,0.172,,266.036255,-51.834053,5807,1.08,,,
415,HD 160691,Radial Velocity,4,310.55,0.921,0.0666,,266.036255,-51.834053,5807,1.08,,,
416,HD 16141,Radial Velocity,1,75.523,0.36,0.25,,38.833035,-3.560602,5757,1.11,1.48,82.6358,
417,HD 16175,Radial Velocity,1,990,2.12,0.6,,39.257961,42.062634,5981,1.63,1.72,1620.933,
418,HD 162020,Radial Velocity,1,8.4282,0.08,0.28,,267.659821,-40.318348,4723,0.42,0.75,3127.4472,
419,HD 163607,Radial Velocity,2,75.29,0.36,0.73,,268.418732,56.391956,5543,1.09,1.63,,
420,HD 163607,Radial Velocity,2,1314,2.42,0.12,,268.418732,56.391956,5543,1.09,1.63,,
421,HD 16417,Radial Velocity,1,17.24,0.14,0.2,,39.244198,-34.577976,,1.2,,,
422,HD 164509,Radial Velocity,1,282.4,0.875,0.26,,270.380127,0.104556,5922,1.13,1.06,,
423,HD 164595,Radial Velocity,1,40,0.23,0.088,,270.162048,29.571922,5790,0.99,,,
424,HD 164604,Radial Velocity,1,606.4,1.3,0.24,,270.7789,-28.560644,,0.8,,,
425,HD 164922,Radial Velocity,2,1155,2.1,0.05,,270.628601,26.313002,5372,0.76,0.97,98.5273,
426,HD 164922,Radial Velocity,2,75.765,0.3351,0.22,,270.628601,26.313002,5372,0.76,0.97,,
427,HD 165155,Radial Velocity,1,434.5,1.13,0.2,,271.488953,-29.917253,5426,1.02,0.95,,
428,HD 1666,Radial Velocity,1,270,0.94,0.63,,5.218085,-19.931225,6317,1.5,1.93,,
429,HD 166724,Radial Velocity,1,5144,5.42,0.734,,273.498657,-42.575375,5127,0.81,,,
430,HD 167042,Radial Velocity,1,420.77,1.32,0.089,,272.631836,54.286552,4943,1.5,4.5,,
431,HD 168443,Radial Velocity,2,58.11247,0.2931,0.52883,,275.016388,-9.595722,5491,0.99,1.51,,
432,HD 168443,Radial Velocity,2,1749.83,2.8373,0.2113,,275.016388,-9.595722,5491,0.99,1.51,,
433,HD 168746,Radial Velocity,1,6.404,0.07,0.11,,275.457428,-11.922684,5570,1.07,1.09,85.8141,
434,HD 1690,Radial Velocity,1,533,1.36,0.64,,5.305497,-8.281169,4374,1.86,21.66,2793.7257,
435,HD 169830,Radial Velocity,2,225.62,0.81,0.31,,276.956177,-29.816866,6299,1.4,,,
436,HD 169830,Radial Velocity,2,2102,3.6,0.33,,276.956177,-29.816866,6299,1.4,,,
437,HD 170469,Radial Velocity,1,1145,2.24,0.11,,277.295746,11.695502,5842,1.1,1.24,209.7678,
438,HD 17092,Radial Velocity,1,359.89999,1.31,0.17,,41.592117,49.653076,4326,6.73,13.58,3219.6179,
439,HD 171028,Radial Velocity,1,550,1.32,0.59,,278.064527,6.945743,5671,1.53,2.47,832.7146,
440,HD 171238,Radial Velocity,1,1523,2.54,0.4,,278.681976,-28.072313,5467,0.94,,,
441,HD 17156,Radial Velocity,1,21.21663,,0.68,,42.435364,71.753235,6040,1.41,1.55,1115.5833,12.33
442,HD 173416,Radial Velocity,1,323.6,1.16,0.21,,280.900452,36.556606,4683,2,13.5,,
443,HD 175167,Radial Velocity,1,1290,2.4,0.54,,285.003479,-69.944244,5635,1.37,1.75,2850.9351,
444,HD 175541,Radial Velocity,1,297.29999,0.96,0.33,,283.920349,4.265325,5036,2.12,4.47,228.8376,
445,HD 175607,Radial Velocity,1,29.01,,0.11,,285.272858,-66.19268,5392,0.71,0.7,,
446,HD 17674,Radial Velocity,1,623.8,1.42,0.13,,42.767853,30.286739,5904,0.98,1.18,,
447,HD 176986,Radial Velocity,2,6.4898,0.06296,0.066,,285.774475,-11.043926,4931,0.79,0.78,,
448,HD 176986,Radial Velocity,2,16.8191,0.11878,0.111,,285.774475,-11.043926,4931,0.79,0.78,,
449,HD 177565,Radial Velocity,1,44.505,0.246,0.0593,,286.718597,-37.810658,,1,,,
450,HD 177830,Radial Velocity,2,410.10001,1.14,0.1,,286.336548,25.92066,4901,1.7,3.26,537.1327,
451,HD 177830,Radial Velocity,2,110.9,0.5137,0.3,,286.336548,25.92066,4901,1.7,3.26,,
452,HD 178911 B,Radial Velocity,1,71.484,0.34,0.11,,287.262939,34.59985,5588,1.24,1.08,2552.1749,
453,HD 179079,Radial Velocity,1,14.476,0.12,0.12,,287.790955,-2.638385,5730,1.53,1.7,31.783,
454,HD 179949,Radial Velocity,1,3.092514,0.0443,0.022,,288.888458,-24.179352,6168,1.21,,,
455,HD 180314,Radial Velocity,1,396.03,1.46,0.26,,288.709198,31.86035,4924,2.2,8.13,6397.9179,
456,HD 180902,Radial Velocity,1,479,1.38,0.09,,289.823792,-23.558155,4992,1.52,3.78,495.8148,
457,HD 181342,Radial Velocity,1,663,1.78,0.18,,290.267639,-23.619572,5005,2.25,5.09,1204.5757,
458,HD 181433,Radial Velocity,3,9.3743,0.08,0.4,,291.289856,-66.468796,4918,0.63,0.79,6.3566,
459,HD 181433,Radial Velocity,3,962,1.76,0.28,,291.289856,-66.468796,4918,0.63,0.79,,
460,HD 181433,Radial Velocity,3,2172,3,0.48,,291.289856,-66.468796,4918,0.63,0.79,,
461,HD 181720,Radial Velocity,1,956,1.85,0.26,,290.720764,-32.919056,5736,1.03,1.5,127.132,
462,HD 183263,Radial Velocity,2,626.51599,1.49,0.36,,292.102386,8.358054,5948,1.31,1.23,1255.4285,
463,HD 183263,Radial Velocity,2,3070,4.35,0.239,,292.102386,8.358054,5948,1.31,1.23,,
464,HD 185269,Radial Velocity,1,6.83785,0.08,0.3,,294.29892,28.499865,6048,1.57,2,346.4347,
465,HD 187085,Radial Velocity,1,986,2.05,0.47,,297.391541,-37.780552,6075,1.22,,,
466,HD 187123,Radial Velocity,2,3.0965828,0.0426,0.0103,,296.742126,34.419525,5830,1,,,
467,HD 187123,Radial Velocity,2,3810,4.89,0.252,,296.742126,34.419525,5830,1,,,
468,HD 18742,Radial Velocity,1,772,1.98,0.12,,45.044407,-20.802603,5021,2.58,5.88,1185.5059,
469,HD 188015,Radial Velocity,1,461.2,1.203,0.137,,298.018921,28.100376,5746,1.09,,,
470,HD 189733,Radial Velocity,1,2.21858,,0,,300.182129,22.710854,5052,0.79,0.75,359.1479,12.666
471,HD 190360,Radial Velocity,2,2915.03687,3.97,0.31,,300.905853,29.896805,5552,0.99,1.14,489.4582,
472,HD 190360,Radial Velocity,2,17.111,0.1304,0.237,,300.905853,29.896805,5552,0.99,1.14,,
473,HD 190647,Radial Velocity,1,1038.09998,2.07,0.18,,301.83197,-35.538631,5640,1.14,1.45,616.5902,
474,HD 190984,Radial Velocity,1,4885,5.5,0.57,,302.877991,-64.620468,5988,0.91,1.53,,
475,HD 191806,Radial Velocity,1,1606.3,2.8,0.259,,302.36795,52.276329,6010,1.14,,,
476,HD 192263,Radial Velocity,1,24.3556,0.15,0.05,,303.499359,-0.866877,4976,0.66,0.74,177.9848,
477,HD 192310,Radial Velocity,2,74.72,0.32,0.13,,303.822449,-27.032976,5166,0.8,,,
478,HD 192310,Radial Velocity,2,525.8,1.18,0.32,,303.822449,-27.032976,5166,0.8,,,
479,HD 192699,Radial Velocity,1,345.53,1.12,0.13,,304.025024,4.580795,5164,1.61,4.31,737.3656,
480,HD 195019,Radial Velocity,1,18.20132,0.14,0.01,,307.077637,18.769497,5751,1.21,1.48,1264.9634,
481,HD 196050,Radial Velocity,1,1378,2.51,0.23,,309.465454,-60.634483,5879,1.31,1.42,1010.6994,
482,HD 196067,Radial Velocity,1,3638,5.02,0.66,,310.433716,-75.3508,6017,1.29,1.73,,
483,HD 196885,Radial Velocity,1,1333,2.37,0.48,,309.966156,11.249649,6254,1.28,1.31,,
484,HD 197037,Radial Velocity,1,1035.7,2.07,0.22,,309.887329,42.24855,6150,1.11,,,
485,HD 19994,Radial Velocity,1,466.2,1.305,0.063,,48.193485,-1.196101,6188,1.36,,,
486,HD 200964,Radial Velocity,2,613.79999,1.64,0.04,,316.666016,3.803119,5079,1.97,4.69,721.4741,
487,HD 200964,Radial Velocity,2,825,1.95,0.181,,316.666016,3.803119,5079,1.97,4.69,,
488,HD 202206,Radial Velocity,1,1260,2.41,0.22,,318.740692,-20.789209,5760,1.27,1.03,5689.157,
489,HD 203030,Imaging,1,,487.1,,,319.742584,26.230545,,,,7656.097,
490,HD 2039,Radial Velocity,1,1120,2.2,0.71,,6.084491,-56.650047,5945,1.23,1.19,1999.1507,
491,HD 204313,Radial Velocity,2,1920.09998,3.07,0.23,,322.050873,-21.726255,5783,1.03,1.1,1099.6918,
492,HD 204313,Radial Velocity,2,34.905,0.2099,0.155,,322.050873,-21.726255,5783,1.03,1.1,,
493,HD 204941,Radial Velocity,1,1733,2.55,0.37,,323.097961,-20.957422,5026,0.58,0.78,73.1009,
494,HD 205739,Radial Velocity,1,279.8,0.896,0.27,,324.535034,-31.737484,6176,1.22,1.33,,
495,HD 206610,Radial Velocity,1,610,1.54,0.23,,325.85376,-7.408253,4890,1.93,4.92,813.6448,
496,HD 20782,Radial Velocity,1,591.90002,1.37,0.97,,50.014908,-28.854071,5790,1.07,1.11,619.7685,
497,HD 207832,Radial Velocity,2,161.97,0.57,0.13,,328.151184,-26.02656,5761,1.02,0.96,190.698,
498,HD 207832,Radial Velocity,2,1155.7,2.112,0.27,,328.151184,-26.02656,5761,1.02,0.96,,
499,HD 20794,Radial Velocity,4,18.315,0.1207,0,,49.981876,-43.069782,5401,0.7,,,
500,HD 20794,Radial Velocity,4,40.114,0.2036,0,,49.981876,-43.069782,5401,0.7,,,
